Feature,Importance
cat__discovery_date_2025-01-05,6.266065752908986e-05
cat__disclosure_date_2021-04-29,6.264007308403688e-05
cat__disclosure_date_2023-08-26,6.263947232677763e-05
cat__company_name_Marshall Services Holdings Inc.,6.260659629243808e-05
cat__stock_ticker_x_WALS.L,6.257650473999626e-05
cat__notes_y_Regulatory fine reduced 31% on appeal based on demonstrated remediation,6.257124920059094e-05
cat__company_name_Harrington MedTech Holdings Inc.,6.251540420410909e-05
cat__company_name_Lumen Quick Commerce Inc.,6.248301305247821e-05
cat__stock_ticker_y_ALI.AS,6.246569133102738e-05
cat__notes_x_Partial remediation completed within 48h; full recovery took 45 days,6.246164506651271e-05
cat__data_source_primary_https://www.bfdi.bund.de/decisions/2024/03/INQ-2024-00367,6.244630518640344e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001493563&type=8-K&dateb=20240508&owner=include&count=10,6.237216604660164e-05
cat__disclosure_date_2025-05-14,6.236794066644787e-05
cat__data_source_secondary_https://www.whitfield-diagnostics-srl.com/newsroom/2025/05/security-update,6.235463591633182e-05
cat__company_name_Fitzgerald Distribution Co.,6.23542269644174e-05
cat__stock_ticker_y_FAE.PA,6.234704159356451e-05
cat__data_source_primary_https://krebsonsecurity.com/2025/06/timber-net-platforms-breach-exposes-data/,6.229453305278302e-05
cat__notes_y_Cyber insurance policy sublimit of $18.6M applied; excess borne by company,6.22624567687721e-05
cat__company_name_LinkCloud Intelligence AG,6.22357109789245e-05
cat__stock_ticker_x_MARK,6.219378184188886e-05
cat__company_name_Nakamura Materials Corp.,6.216216270633496e-05
cat__discovery_date_2025-01-02,6.216201694311474e-05
cat__company_name_CompositeWeld Components Corp.,6.213216488136172e-05
cat__discovery_date_2024-08-08,6.212981137810055e-05
cat__company_name_Marshall Group Corp.,6.207763554023197e-05
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001551510&type=8-K&dateb=20240228&owner=include&count=10,6.206877251855328e-05
cat__disclosure_date_2025-08-24,6.205175484840205e-05
cat__company_name_Baltic Cast Materials Co.,6.198069537088415e-05
cat__data_source_secondary_https://www.cnil.fr/decisions/2022/04/INQ-2022-00069,6.197081463548565e-05
cat__disclosure_date_2025-04-22,6.196825199079475e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001967656&type=8-K&dateb=20250122&owner=include&count=10,6.195013550795685e-05
cat__company_name_Phoenix Insurance Group Inc.,6.192110810532353e-05
cat__stock_ticker_y_PATH.KS,6.183689095344452e-05
cat__discovery_date_2023-08-10,6.181795872900663e-05
cat__disclosure_date_2022-02-20,6.17859537703687e-05
cat__discovery_date_2025-02-08,6.16860462233667e-05
cat__discovery_date_2023-02-14,6.168060784154137e-05
cat__company_name_RiskCapital Investments Inc.,6.163716216263012e-05
cat__data_source_secondary_https://unit42.paloaltonetworks.com/threat-brief-eagle-district-servi-2021/,6.162450010033634e-05
cat__stock_ticker_x_CLOU.DE,6.158472860661307e-05
cat__data_source_primary_https://www.cnil.fr/decisions/2025/07/INQ-2025-00359,6.151102387980932e-05
cat__data_source_primary_https://krebsonsecurity.com/2025/03/vertex-depth-resourc-breach-exposes-data/,6.147260096156489e-05
cat__disclosure_date_2023-04-16,6.139896844716224e-05
cat__stock_ticker_x_ARCH.SA,6.138730169646157e-05
cat__company_name_Quantum Patriot MedTech Co.,6.128691597648175e-05
cat__data_source_primary_https://www.theregister.com/2022/11/09/flynn-holdings-group_security_incident/,6.1271017665748e-05
cat__company_name_Belfast Advisory Ltd.,6.12552315689113e-05
cat__discovery_date_2023-07-10,6.11754354981229e-05
cat__company_name_Raptor Mold Systems Inc.,6.110122199981432e-05
cat__company_name_Portland Agriculture Holdings Inc.,6.1019358904655236e-05
cat__data_source_secondary_https://blog.talosintelligence.com/2023/06/harbor-beacon-servic-campaign.html,6.100389497603102e-05
cat__company_name_Singapore Logistics Pte. Ltd.,6.098678239871689e-05
cat__stock_ticker_x_SULL.L,6.0956273653841467e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001352287&type=8-K&dateb=20251107&owner=include&count=10,6.095292810806347e-05
cat__stock_ticker_x_SYNC,6.0902656457083016e-05
cat__disclosure_date_2024-01-09,6.088964214994809e-05
cat__stock_ticker_y_SPAR.VI,6.084996699159548e-05
cat__notes_y_Regulatory fine imposed under GDPR Article 83(5)(a) by EDPS,6.076953258647711e-05
cat__discovery_date_2025-05-12,6.075774556199449e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001942416&type=8-K&dateb=20230425&owner=include&count=10,6.069363846495955e-05
cat__stock_ticker_y_CGD,6.0669331433056406e-05
cat__stock_ticker_x_BREM.DE,6.062527467591456e-05
cat__data_source_primary_https://krebsonsecurity.com/2022/08/fernandez-institute--breach-exposes-data/,6.05276552375338e-05
cat__discovery_date_2022-11-09,6.046072137836236e-05
cat__company_name_Granite Hawk Labs Group Inc.,6.0446084295144965e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001307696&type=8-K&dateb=20250802&owner=include&count=10,6.0397086468514015e-05
cat__data_source_primary_https://www.aeroaero-products-corp.com/newsroom/2022/01/security-update,6.0373839231312e-05
cat__company_name_Houston Agency Inc.,6.0362895813199535e-05
cat__data_source_primary_https://www.campbell-pharmaceuticals-.com/newsroom/2025/08/security-update,6.035695062646778e-05
cat__notes_y_Direct costs confirmed via SEC 8-K filing on 2023-10-11,6.03511039282882e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001292662&type=8-K&dateb=20220922&owner=include&count=10,6.0329207424324297e-05
cat__stock_ticker_x_WING,6.032909887973863e-05
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001189844&type=8-K&dateb=20220905&owner=include&count=10,6.031146693805013e-05
cat__stock_ticker_x_OVE.L,6.0235375231630796e-05
cat__data_source_primary_https://www.bfdi.bund.de/decisions/2021/01/INQ-2021-00587,6.020322419552768e-05
cat__discovery_date_2023-12-20,6.018584873723468e-05
cat__discovery_date_2021-08-13,6.0134009964964384e-05
cat__country_hq_PL,6.0089318466373654e-05
cat__disclosure_date_2023-05-03,6.00890648742173e-05
cat__data_source_primary_https://blog.talosintelligence.com/2023/02/marshall-services-ho-campaign.html,6.0067757707642505e-05
cat__discovery_date_2024-11-12,6.005164797144992e-05
cat__stock_ticker_x_KOWA,6.002278139100621e-05
cat__data_source_secondary_https://www.mandiant.com/resources/blog/helixcyber-systems-a-incident-response-2023,5.9996121375141464e-05
cat__data_source_secondary_https://www.aepd.es/decisions/2025/05/INQ-2025-00602,5.9989654235256645e-05
cat__data_source_primary_https://therecord.media/2025/03/22/signalproto-labs-holdings-breached,5.99574328412261e-05
cat__discovery_date_2024-06-07,5.995297661673656e-05
cat__company_name_Sendai Communications Holdings Co. Ltd.,5.994549374439134e-05
cat__discovery_date_2024-11-02,5.994408502179197e-05
cat__notes_y_Direct costs confirmed via SEC 8-K filing on 2024-02-23,5.9938366956929335e-05
cat__disclosure_date_2023-10-14,5.9933230034347504e-05
cat__discovery_date_2026-03-28,5.990113194894087e-05
cat__stock_ticker_y_CURR,5.985274828284473e-05
cat__stock_ticker_y_OXFO.L,5.977135339494318e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001861127&type=8-K&dateb=20250423&owner=include&count=10,5.9700044976238534e-05
cat__company_name_Detroit Resources Co.,5.967908099295502e-05
cat__discovery_date_2024-09-13,5.9591094687436954e-05
cat__stock_ticker_x_TAN1,5.953850879974188e-05
cat__disclosure_date_2026-03-22,5.953810887285879e-05
cat__data_source_secondary_https://www.bleepingcomputer.com/news/security/vertex-vista-technologies-hit-by-cyberattack-2024/,5.9521327956988065e-05
cat__discovery_date_2023-01-04,5.9444869706598e-05
cat__disclosure_date_2021-12-29,5.9438473837912574e-05
cat__disclosure_date_2024-01-18,5.943667114864337e-05
cat__stock_ticker_x_DEAL,5.933496624291305e-05
cat__disclosure_date_2021-11-09,5.933042551772161e-05
cat__discovery_date_2026-01-17,5.9296481127598275e-05
cat__data_source_primary_https://krebsonsecurity.com/2022/06/davidson-financial-c-breach-exposes-data/,5.920854658697832e-05
cat__stock_ticker_x_FLC.PA,5.9196222573102026e-05
cat__data_source_secondary_https://www.bfdi.bund.de/decisions/2025/07/INQ-2025-00573,5.915134907262505e-05
cat__discovery_date_2021-12-05,5.913960232823909e-05
cat__disclosure_date_2025-11-04,5.912261215850847e-05
cat__company_name_MetroCivic Department Group PLC,5.9116830386719416e-05
cat__stock_ticker_y_FSO,5.905900867544194e-05
cat__data_source_primary_https://blog.talosintelligence.com/2022/05/structdynamic-defens-campaign.html,5.902390043227244e-05
cat__discovery_date_2025-08-15,5.892095109149288e-05
cat__data_source_primary_https://therecord.media/2023/06/10/jaipur-robotics-ltd-breached,5.8891930020104015e-05
cat__discovery_date_2023-10-06,5.887774642234941e-05
cat__discovery_date_2023-10-27,5.883483000640452e-05
cat__discovery_date_2025-03-13,5.883253582703071e-05
cat__data_source_secondary_https://unit42.paloaltonetworks.com/threat-brief-nexus-horizon-system-2022/,5.8797612186199696e-05
cat__disclosure_date_2021-08-05,5.874332615732365e-05
cat__stock_ticker_y_PCS,5.871692250869846e-05
cat__data_source_secondary_https://www.crowdstrike.com/blog/toulouse-capital-sa-intrusion-analysis-2021/,5.870903321826805e-05
cat__stock_ticker_x_SPAR.PR,5.861219382466368e-05
cat__discovery_date_2024-04-12,5.857597744450189e-05
cat__company_name_Polaris Eclipse Assurance Inc.,5.8538549224317156e-05
cat__company_name_Sterling Forge Markets Holdings Inc.,5.849032875963971e-05
cat__country_hq_PH,5.846549639342847e-05
cat__stock_ticker_y_BAZA,5.845199527572444e-05
cat__discovery_date_2023-05-23,5.83763362758724e-05
cat__data_source_primary_https://www.cnil.fr/decisions/2024/12/INQ-2024-00061,5.8356779622710385e-05
cat__company_name_Liverpool Capital Group PLC,5.8299989788422825e-05
cat__stock_ticker_x_HBS,5.829218056977842e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/phoenix-communicatio-intrusion-analysis-2023/,5.8280950578702704e-05
cat__discovery_date_2025-10-12,5.825373846609783e-05
cat__discovery_date_2026-03-18,5.818242140544911e-05
cat__company_name_Silver Campus Learning Corp.,5.8163424335251966e-05
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/ember-signal-microsystems-hit-by-cyberattack-2024/,5.8088418427917555e-05
cat__data_source_primary_https://www.bfdi.bund.de/decisions/2022/10/INQ-2022-00368,5.8072382846713196e-05
cat__disclosure_date_2025-06-20,5.806258983975443e-05
cat__company_name_Flint Dynamo Services B.V.,5.805609303732087e-05
cat__discovery_date_2022-01-23,5.79991216030318e-05
cat__stock_ticker_y_AST.TA,5.795097461893842e-05
cat__stock_ticker_y_LOGI.IR,5.788767462506012e-05
cat__data_source_secondary_https://www.phoenix-capital-corp.com/newsroom/2022/10/security-update,5.7858876508137664e-05
cat__stock_ticker_x_ATL2,5.7816946365684484e-05
cat__data_source_primary_https://www.mandiant.com/resources/blog/ember-sequoia-retail-incident-response-2025,5.780196926947603e-05
cat__disclosure_date_2024-05-29,5.7777007893716374e-05
cat__company_name_SparkWatt Services Group Inc.,5.7754256880723815e-05
cat__disclosure_date_2022-03-28,5.775291609100397e-05
cat__disclosure_date_2024-11-09,5.772412562377766e-05
cat__data_source_secondary_https://www.mandiant.com/resources/blog/nice-department-grou-incident-response-2025,5.7666245272361916e-05
cat__data_source_secondary_https://www.edpb.europa.eu/decisions/2025/07/INQ-2025-00351,5.7662295484717265e-05
cat__company_name_Bravo Zephyr Engineering Holdings PLC,5.7627015089880885e-05
cat__stock_ticker_y_MATR.KS,5.759982271482411e-05
cat__data_source_secondary_https://www.bfdi.bund.de/decisions/2025/08/INQ-2025-00765,5.758080175335279e-05
cat__discovery_date_2021-06-25,5.757876695629932e-05
cat__discovery_date_2024-09-10,5.7571714693257946e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001066183&type=8-K&dateb=20250909&owner=include&count=10,5.752922418933308e-05
cat__disclosure_date_2021-05-14,5.745933417028795e-05
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001181682&type=8-K&dateb=20230907&owner=include&count=10,5.741989449207458e-05
cat__company_name_Quantum Source Staffing Group Inc.,5.740000254199239e-05
cat__discovery_date_2024-07-03,5.7389285383438434e-05
cat__discovery_date_2024-08-30,5.7320027106082576e-05
cat__discovery_date_2022-01-13,5.722648842912287e-05
cat__data_source_primary_https://therecord.media/2021/04/28/shopsave-distribution-ltd-breached,5.722238284820901e-05
cat__discovery_date_2024-08-31,5.7199903812889675e-05
cat__disclosure_date_2021-01-27,5.7169522809137244e-05
cat__company_name_Paladin Logic Microsystems Corp.,5.7132361616548325e-05
cat__stock_ticker_x_OXFO.L,5.7119929026088575e-05
cat__company_name_Seattle Holdings Group Inc.,5.711958758164522e-05
cat__stock_ticker_x_CMM.SA,5.7095121444954924e-05
cat__discovery_date_2025-09-29,5.702653013881091e-05
cat__discovery_date_2025-11-22,5.701219701608854e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/spartan-cobalt-enter-intrusion-analysis-2023/,5.6994255660858745e-05
cat__discovery_date_2023-01-07,5.690562023741168e-05
cat__disclosure_date_2021-10-20,5.6887905913810025e-05
cat__disclosure_date_2024-08-15,5.68500535677603e-05
cat__company_name_Quartz Pacific Genomics SA,5.6829883099876185e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001053730&type=8-K&dateb=20241001&owner=include&count=10,5.674920044390636e-05
cat__data_source_primary_https://unit42.paloaltonetworks.com/threat-brief-quartz-pacific-genom-2025/,5.6708312265367575e-05
cat__data_source_secondary_https://therecord.media/2025/07/05/quantum-timber-financial--breached,5.669244922911824e-05
cat__company_name_Victoria Advisory Corp.,5.662981109789639e-05
cat__company_name_Arrow Federal Office Holdings Co. Ltd.,5.6609014777067915e-05
cat__data_source_primary_https://unit42.paloaltonetworks.com/threat-brief-titan-shop-trading-c-2025/,5.6504480191082094e-05
cat__company_name_TreasuryAsset Insurance Group Inc.,5.643882214516672e-05
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001907829&type=8-K&dateb=20250222&owner=include&count=10,5.636043748645918e-05
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001502409&type=8-K&dateb=20241116&owner=include&count=10,5.635140895041118e-05
cat__discovery_date_2021-03-27,5.6296695206346956e-05
cat__disclosure_date_2023-03-18,5.6292027489999815e-05
cat__disclosure_date_2023-06-20,5.6291330759065895e-05
cat__data_source_primary_https://www.auracure-genomics-co.com/newsroom/2024/11/security-update,5.622303879552081e-05
cat__company_name_Keystone Clinical Therapeutics SE,5.620991052911471e-05
cat__stock_ticker_y_LINE.OL,5.612451163203248e-05
cat__disclosure_date_2022-11-01,5.612302622972004e-05
cat__discovery_date_2024-09-14,5.6103611227866994e-05
cat__discovery_date_2025-07-17,5.6095038335009684e-05
cat__data_source_secondary_https://blog.talosintelligence.com/2023/02/azure-township-servi-campaign.html,5.608683986767631e-05
cat__discovery_date_2025-09-21,5.602727622562959e-05
cat__data_source_primary_https://www.aepd.es/decisions/2021/10/INQ-2021-00542,5.600877567441536e-05
cat__discovery_date_2023-01-31,5.600034413464623e-05
cat__disclosure_date_2025-06-21,5.599849891218173e-05
cat__disclosure_date_2026-03-11,5.592342936682946e-05
cat__company_name_FundRisk Bank Technologies Ltd.,5.57217305333249e-05
cat__stock_ticker_y_BIRM.L,5.568075247783261e-05
cat__disclosure_date_2021-04-22,5.562605227624577e-05
cat__discovery_date_2024-05-31,5.5596656609881146e-05
cat__stock_ticker_x_EDWA,5.554885426471335e-05
cat__discovery_date_2022-03-06,5.553953157669066e-05
cat__disclosure_date_2021-04-02,5.551395584644457e-05
cat__stock_ticker_y_TAC.DE,5.5499853843278096e-05
cat__notes_y_Customer notification costs include credit monitoring for 4K affected individuals,5.549961213980038e-05
cat__company_name_Beacon Keystone Consulting Co.,5.5489846702007806e-05
cat__data_source_secondary_https://www.aepd.es/decisions/2023/06/INQ-2023-00655,5.548359609010622e-05
cat__discovery_date_2021-04-07,5.5443438302496075e-05
cat__company_name_Yamamoto Defense Group Inc.,5.537776509573557e-05
cat__disclosure_date_2025-04-10,5.534816076725293e-05
cat__discovery_date_2022-05-14,5.533731168950603e-05
cat__company_name_Walsh Labs Group Inc.,5.53354903753044e-05
cat__discovery_date_2022-01-28,5.525256604018335e-05
cat__disclosure_date_2024-06-09,5.516338451535306e-05
cat__discovery_date_2026-02-23,5.5089425983569844e-05
cat__discovery_date_2022-01-31,5.5033541839782934e-05
cat__discovery_date_2024-08-12,5.49974724801311e-05
cat__discovery_date_2022-02-27,5.4992697561222534e-05
cat__company_name_Quantum Bravo Schools Technologies Ltd.,5.4976470536040405e-05
cat__discovery_date_2023-12-04,5.4975821806337135e-05
cat__stock_ticker_y_PORT,5.496839731423164e-05
cat__discovery_date_2021-12-31,5.495475572562916e-05
cat__disclosure_date_2023-12-25,5.4954421378341836e-05
cat__data_source_primary_https://therecord.media/2022/01/18/okonkwo-retail-holdings-p-breached,5.4921211838403906e-05
cat__data_source_primary_https://therecord.media/2021/04/08/aldridge-diagnostics-grou-breached,5.4876858899846544e-05
cat__discovery_date_2023-04-13,5.487630415750077e-05
cat__stock_ticker_y_ERIK,5.4826128090007696e-05
cat__disclosure_date_2025-05-31,5.474331935868991e-05
cat__discovery_date_2021-04-30,5.4721466060536586e-05
cat__stock_ticker_y_HARB.L,5.47082538303857e-05
cat__data_source_primary_https://www.edpb.europa.eu/decisions/2022/10/INQ-2022-00168,5.469698333185256e-05
cat__stock_ticker_y_LAND.MX,5.4685944114319915e-05
cat__data_source_primary_https://www.mandiant.com/resources/blog/clarity-vivo-labs-gr-incident-response-2023,5.468464855967915e-05
cat__data_source_primary_https://www.baltic-trident-pharmaceut.com/newsroom/2025/08/security-update,5.4673017110400685e-05
cat__stock_ticker_x_NETN.ST,5.466414725386539e-05
cat__stock_ticker_x_VANC.TO,5.464646216235513e-05
cat__stock_ticker_y_GUAR.BR,5.462359611488883e-05
cat__disclosure_date_2024-12-09,5.4520626822176785e-05
cat__company_name_Baltic National Administration Co.,5.4517250542783446e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/detroit-resources-co-intrusion-analysis-2024/,5.451264607861292e-05
cat__data_source_primary_https://www.cnil.fr/decisions/2023/09/INQ-2023-00564,5.447909006982997e-05
cat__stock_ticker_y_COMP.IR,5.438885038903629e-05
cat__discovery_date_2021-08-20,5.4305717579019773e-05
cat__stock_ticker_y_MAR1.TO,5.4299810021346354e-05
cat__discovery_date_2021-09-07,5.425189546919653e-05
cat__stock_ticker_y_BITW,5.421032118564223e-05
cat__stock_ticker_y_NETN.ST,5.413317182074697e-05
cat__industry_secondary_55,5.40792643953079e-05
cat__notes_Stock halted for 2 hours on disclosure day per exchange circuit breaker,5.405549176067823e-05
cat__discovery_date_2021-11-10,5.4029092588316775e-05
cat__disclosure_date_2022-10-18,5.39847367472885e-05
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/quantum-source-staffing-g-hit-by-cyberattack-2022/,5.397957718418012e-05
cat__disclosure_date_2024-01-03,5.3959400976193014e-05
cat__stock_ticker_y_FIDE,5.391564606598226e-05
cat__company_name_Hawk Media Studios Co.,5.3910626713800095e-05
cat__data_source_primary_https://unit42.paloaltonetworks.com/threat-brief-aldridge-department--2024/,5.38672230424156e-05
cat__data_source_secondary_https://www.quantum-patriot-medtech-c.com/newsroom/2024/10/security-update,5.384473868925908e-05
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001743544&type=8-K&dateb=20220504&owner=include&count=10,5.380459474196651e-05
cat__company_name_AeroShip Airlines Ltd.,5.379605079995703e-05
cat__discovery_date_2025-03-11,5.3700412364352115e-05
cat__discovery_date_2024-08-19,5.3673897291716093e-05
cat__discovery_date_2025-02-05,5.361531166689518e-05
cat__data_source_secondary_https://www.ico.org.uk/decisions/2022/04/INQ-2022-00189,5.361491936705439e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/delhi-biosciences-ho-intrusion-analysis-2023/,5.361272944279827e-05
cat__data_source_primary_https://www.aepd.es/decisions/2022/08/INQ-2022-00424,5.3586289591264046e-05
cat__data_source_primary_https://unit42.paloaltonetworks.com/threat-brief-crawford-defense-cor-2024/,5.356410838928484e-05
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/drillore-exploration-corp-hit-by-cyberattack-2023/,5.352719444162683e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/austin-distribution--intrusion-analysis-2021/,5.3490574134560475e-05
cat__company_name_Winnipeg Sciences Holdings Inc.,5.348402796852858e-05
cat__company_name_Sovereign Wisdom Academy Ltda.,5.346576436348562e-05
cat__company_name_Citadel Reserve Securities Holdings Inc.,5.34517823324316e-05
cat__company_name_VoltSpark Energy GmbH,5.344508579732835e-05
cat__data_source_primary_https://www.crawford-services-inc.com/newsroom/2024/07/security-update,5.3413800724523204e-05
cat__data_source_primary_https://www.sterling-credit-partners-.com/newsroom/2022/09/security-update,5.33926501437004e-05
cat__disclosure_date_2021-08-21,5.337635782038063e-05
cat__stock_ticker_y_WING,5.3298580931313474e-05
cat__discovery_date_2024-06-30,5.329767201971222e-05
cat__company_name_LogicAcumen Partners S.A.,5.3294994964669805e-05
cat__discovery_date_2026-02-24,5.325542714614969e-05
cat__company_name_Oxford Brands Ltd.,5.325174658583444e-05
cat__company_name_Eriksson Corp Inc.,5.323528977280007e-05
cat__data_source_primary_https://www.eagle-atlas-technologies-.com/newsroom/2024/08/security-update,5.3205809857340596e-05
cat__stock_ticker_x_LAMB.OL,5.3158055153901914e-05
cat__company_name_Catalyst Grid Power Co.,5.3143963818393845e-05
cat__stock_ticker_x_IRR.TO,5.308492405124657e-05
cat__company_name_Sterling Credit Partners Group PLC,5.305483800995519e-05
cat__data_source_primary_https://www.ico.org.uk/decisions/2023/11/INQ-2023-00062,5.303115620971062e-05
cat__stock_ticker_y_MONR.PA,5.300842839001413e-05
cat__disclosure_date_2025-06-09,5.3007713761146645e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001223228&type=8-K&dateb=20241102&owner=include&count=10,5.297512143191995e-05
cat__stock_ticker_x_ELLI.PR,5.2968127629064745e-05
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/canberra-sciences-pty-ltd-hit-by-cyberattack-2023/,5.288085940698697e-05
cat__data_source_primary_https://www.edpb.europa.eu/decisions/2022/07/INQ-2022-00405,5.2877106803715213e-05
cat__stock_ticker_x_BALT,5.28641124490756e-05
cat__company_name_Marseille Distribution SAS,5.285710029757911e-05
cat__stock_ticker_x_OEA,5.2822971611045116e-05
cat__stock_ticker_y_PVR,5.2801203657218956e-05
cat__company_name_Patriot Express Logistics Corp.,5.2796432571351515e-05
cat__company_name_Flynn Communications Inc.,5.2768550772239286e-05
cat__data_source_secondary_https://www.raleigh-holdings-holdings.com/newsroom/2022/02/security-update,5.2723075216735526e-05
cat__data_source_secondary_https://therecord.media/2025/12/11/haifa-therapeutics-ltd-breached,5.270697596121203e-05
cat__company_name_AlgoChip Security Technologies Ltd.,5.263397106813414e-05
cat__notes_Elevated options activity detected 10 days before public disclosure,5.261675115470221e-05
cat__disclosure_date_2022-08-04,5.259787022614192e-05
cat__data_source_secondary_https://therecord.media/2023/04/05/talon-arc-computing-ag-breached,5.257709537085291e-05
cat__discovery_date_2021-08-07,5.256682311631596e-05
cat__stock_ticker_y_LQC,5.253710890632612e-05
cat__discovery_date_2022-03-19,5.246956712568756e-05
cat__disclosure_date_2022-06-05,5.2399622859341866e-05
cat__disclosure_date_2023-01-03,5.233518929471687e-05
cat__company_name_Okonkwo Schools Co.,5.2334413220131964e-05
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/lindgren-petroleum-inc-hit-by-cyberattack-2024/,5.232358512137197e-05
cat__country_hq_CL,5.230895454841152e-05
cat__discovery_date_2021-09-01,5.230726131946114e-05
cat__disclosure_date_2024-12-16,5.228191138939216e-05
cat__disclosure_date_2022-05-08,5.220245398264245e-05
cat__discovery_date_2024-04-02,5.216956903915524e-05
cat__disclosure_date_2025-05-08,5.2146089888129294e-05
cat__discovery_date_2021-05-20,5.213017807373954e-05
cat__company_name_LinkData Software Co.,5.208850372977892e-05
cat__stock_ticker_x_PEA,5.205898844637149e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001792539&type=8-K&dateb=20211124&owner=include&count=10,5.1992588812988174e-05
cat__company_name_Phoenix Development Group Inc.,5.1987879605523864e-05
cat__stock_ticker_x_OKON.TO,5.194031773387131e-05
cat__data_source_primary_https://krebsonsecurity.com/2024/06/hawk-media-studios-c-breach-exposes-data/,5.185731483248656e-05
cat__stock_ticker_y_MIA1,5.180249359992201e-05
cat__disclosure_date_2025-01-04,5.179726107980713e-05
cat__data_source_primary_https://www.vertex-thera-labs-inc.com/newsroom/2024/07/security-update,5.1796228606758805e-05
cat__company_name_Nashville Resources Group Inc.,5.1755105469461074e-05
cat__company_name_Harbor Beacon Outlets Group Inc.,5.173186919811993e-05
cat__discovery_date_2021-10-19,5.1721641244444156e-05
cat__company_name_Brooks Shipping Co.,5.166836162960628e-05
cat__disclosure_date_2021-10-11,5.163854734237387e-05
cat__data_source_primary_https://www.aepd.es/decisions/2023/05/INQ-2023-00636,5.163570877718836e-05
cat__data_source_primary_https://krebsonsecurity.com/2024/08/spectrum-citadel-gro-breach-exposes-data/,5.15387251848687e-05
cat__stock_ticker_y_PHOE,5.1538274133381204e-05
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001193757&type=8-K&dateb=20221104&owner=include&count=10,5.151082164765883e-05
cat__company_name_Flint Azure Energy SAS,5.1508074111141244e-05
cat__company_name_StyleStore Trading Co. Ltd.,5.143052879321637e-05
cat__data_source_primary_https://www.crowdstrike.com/blog/osprey-vista-enginee-intrusion-analysis-2022/,5.141306870798819e-05
cat__discovery_date_2025-01-01,5.132445801932546e-05
cat__data_source_secondary_https://www.bfdi.bund.de/decisions/2024/05/INQ-2024-00833,5.127706832894215e-05
cat__data_source_secondary_https://krebsonsecurity.com/2024/05/dallas-markets-holdi-breach-exposes-data/,5.12673746656414e-05
cat__stock_ticker_y_ELLI.PR,5.1221237694014736e-05
cat__company_name_Delta Valor Corp Inc.,5.1218622657417085e-05
cat__discovery_date_2021-10-13,5.1188267406337936e-05
cat__company_name_Radiant Pack Trading Corp.,5.110096670645718e-05
cat__stock_ticker_x_CRS,5.101513110342354e-05
cat__discovery_date_2024-10-16,5.099746555339853e-05
cat__discovery_date_2024-05-21,5.097755941401777e-05
cat__data_source_secondary_https://www.aepd.es/decisions/2021/06/INQ-2021-00159,5.094798804995501e-05
cat__discovery_date_2022-05-27,5.0947914673075784e-05
cat__disclosure_date_2024-01-20,5.092993309323917e-05
cat__discovery_date_2022-04-11,5.086070103607111e-05
cat__data_source_primary_https://unit42.paloaltonetworks.com/threat-brief-quartz-pacific-genom-2024/,5.0828548999526736e-05
cat__company_name_Horizon Current Power Corp.,5.073392526010522e-05
cat__disclosure_date_2025-03-11,5.0646659387344066e-05
